"CODE_NUM,N,5,0","BARCODE,N,12,0","BARCODE2,C,1","BRAND,C,32","DESCRIP,C,69","TYPE,N,2,0","SIZE,C,18","COST,N,9,4","LAST_COST,N,9,4","NEXT_COST,C,7","COST_2,C,6","COST_3,C,1","PRICE,N,10,4","MIN_PRICE,C,5","QTY_ON_HND,C,5","WAREHOUSE1,C,2","WAREHOUSE2,C,1","QTY_ON_RSV,C,1","QTY_ON_ORD,C,5","QTY_CASE,N,3,0","DIST,C,2","DIVI,C,1","SALESMAN,C,1","LAST_ORD,C,10","LAST_RCV,C,10","COST_DATE,C,10","SALES,C,10","P,C,3","P_PRICE,C,2","REORDER,C,2","LAST_EDIT,C,10","LAST_SALE,D","FIRST,N,10,0","SECON,N,10,0","THIRD,N,1,0","FOURT,N,1,0","FIFTH,N,1,0","SIXTH,N,1,0","SEVEN,N,1,0","EIGHT,N,2,0","NINTH,N,2,0","TENTH,N,1,0","ELEVE,N,2,0","TWELV,N,2,0","PRIORY,C,4","MTD,N,2,0","YTD,C,5","TWOFER,C,2","TWOFER_AMT,C,5","TAXABLE,C,1","START_PROM,C,1","END_PROM,C,1","BIN,C,5","DEPOSIT,C,1","DEP_AMT,C,1","THRFER,C,2","THRFER_AMT,C,5","CASE_PRICE,C,7","STD_QTY,N,1,0","PRINT_BAR,C,1","TAXRATE,C,1","TAXABLE2,C,1","TAXRATE2,C,1","SCRIPT_YN,C,1","FLAT_TAX,C,1","SHELF_CAP,C,1","QTY_SHELF,C,3","INTNUM,N,14,3","CLASS,C,7","VENDNUM,N,7,0","PAR_QTY,C,3","PRICE_B,C,5","PRICE_C,C,1","PRICE_D,C,1","PRICE_E,C,1","PRICE_F,C,1","PRICE_G,C,1","PRICE_H,C,1","PRICE_I,C,1","PRICE_J,C,1","DEP_B,C,1","DEP_C,C,1","CASE_B,C,1","CASE_C,C,1","CASE_D,C,1","CASE_E,C,1","CASE_F,C,1","CASE_G,C,1","CASE_H,C,1","CASE_I,C,1","CASE_J,C,1","USER1,C,1","USER2,C,1","DISC_OK,C,1","ORDER_LOT,C,1","DEP_ORD,C,1","DEP_ORDAMT,C,1","NOTES,C,1","NOTE2,C,1","DISCPOOL,C,1","BMP,C,1","HOCODE,C,1","POINTX,C,1","ITEMNOTE,C,1","USER1NAM,C,1","USER2NAM,C,1","VENDNAM,C,30","TYPENAM,C,30","TAXABLE3,C,22","TAXRATE3,C,9"
15660,0,,JACOB'S CREEK AGD IRSH WHSKY,CABERNWT  DBL BRRL,68,.750L,9.9933,9.9933,,,,14.99,,,,,,,6,,,,,2023-01-13,,6,,,,2023-01-11,09/08/2023,0,0,0,0,0,0,0,0,0,0,0,0,6,0,,,,1,,,,N,,,,,1,N,,Y,,N,,,,312291,S,4,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,REPUBLIC NATIONAL DISTRIBUTING,WINE-IMPORTED,,
15661,0,,LUSTY CLAW,RYE WHISKY 100PF,19,.750L,54,54,,,,78.99,,,,,,,6,,,,,2023-01-12,,3,,,,2023-01-13,11/22/2023,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,,1,,,,N,,,,,1,N,,Y,,N,,,,0,S,67,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,INTERBALT PRODUCTS,WHIS-BOURBON,,
15662,0,,DEWEY  IPA,SWISHY PANTS 4PK,60,16 OZ,11.3333,11.3333,,,,17.99,,,,,,,6,,,,,2023-03-14,,12,,,,2023-02-07,02/18/2024,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,,,N,,,,N,,,,,1,N,,Y,,N,,,,0,S,123,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,OTHERSIDE  BEVERAGE MD,BEER,,
15663,0,,Dewey,Vending Mix,60,16 OZ,14.8095,14.8333,,,,21.99,,1,,,,,6,,,,,2023-06-22,,17,,,,2023-02-07,11/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,17,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,0,S,123,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,OTHERSIDE  BEVERAGE MD,BEER,,
15664,0,,UNTITLED NON ALCOHAL,JUICY IPA 6PK CAN,85,12 OZ,11,11,,,,15.99,,,,,,,4,,,,,2023-04-25,,16,,,,2023-01-12,11/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,16,0,,,,Y,,,,N,,,,,1,N,,N,,N,,,,0,S,123,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,OTHERSIDE  BEVERAGE MD,NON ALCOHAL,,
15665,0,,UNTITLED NON ALCHOHAL,WEST COAST IPA 6PK CA,85,12 OZ,11.35,11,,,,17.99,,,,,,,4,,,,,2023-09-07,,8,,,,2023-01-12,10/09/2023,0,0,0,0,0,0,0,0,0,0,0,0,8,0,,,,Y,,,,N,,,,,1,N,,N,,N,,,,0,S,123,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,OTHERSIDE  BEVERAGE MD,NON ALCOHAL,,
15666,0,,BURLINGTON BEER CO,WIZARD DBL IPA 4PK,60,16 OZ,12,12,,,,15.99,,,,,,,6,,,,,2023-06-22,,18,,,,2024-03-29,04/05/2024,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6,,,1,,,,N,,,,,1,N,,Y,,N,,,,0,S,123,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,OTHERSIDE  BEVERAGE MD,BEER,,
15667,0,,ARMENIAN XO BRANDY,ADAM,30,.375L,25,25,,,,37.99,,,,,,,6,,,,,2025-02-21,,1,,,,2023-01-12,12/19/2024,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,,1,,,,N,,,,,1,N,,Y,,N,,,,0,S,67,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,INTERBALT PRODUCTS,BRANDY-IMPORTED,,
15668,0,,Han Jan,Grape Korian Soju,61,.375L,4.5,4.5,,,,6.99,,9,,,,,20,,,,,2025-06-08,,152,,,,2025-06-08,07/03/2025,0,0,0,0,0,0,0,0,0,0,0,0,54,0,98,2,12.99,1,,,,N,,,,,1,N,,Y,,N,,,,0,S,67,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,INTERBALT PRODUCTS,WINE,,
15669,0,,RED BULL,BLUE BERRY,6,8 OZ,1,1,,,,2.49,,,,,,,24,,,,,,,9,,,,2023-12-28,12/18/2023,0,0,0,0,0,0,0,0,0,0,0,0,9,0,,2,4,Y,,,,N,,,,,1,N,,N,,N,,,,0,S,87,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,KATCEF BROTHERS INC,SODA,,
15670,0,,BLADE & BOW KEY,STRAIGHT BOURBON,19,.750L,38.49,38.49,,,,54.99,,,,,,,6,,,,,2023-12-24,,9,,,,2024-04-12,04/18/2025,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,,,1,,,,N,,,,,1,N,,Y,,N,,,,9191247,S,49,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,BREAKTHRU BEVERAGE,WHIS-BOURBON,,
15671,0,,Josh Cellars,Hearth Cabernet Sauvignon,61,.750L,10.7618,10.6658,,,,14.99,,10,,,,,12,,,,,2025-05-03,,194,,,,2025-05-03,07/08/2025,0,0,0,0,0,0,0,0,0,0,1,0,74,0,120,2,27.99,N,,,,N,,,,,1,N,,Y,,N,,,,9668831,S,49,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,BREAKTHRU BEVERAGE,WINE,,
15672,0,,PROPHECY,SAUVIGNON BLANC,68,.750L,8.6675,8.6675,,,,9.99,,,,,,,12,,,,,2023-01-13,,12,,,,2024-09-18,09/30/2024,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,,,N,,,,N,,,,,1,N,,Y,,N,,,,9190321,S,49,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,BREAKTHRU BEVERAGE,WINE-IMPORTED,,
15673,0,,Good Time Sweet Woods,Wraps 2 Leaf Sweet Aroma,29,1.0L,1.3812,1.3,,,,2.19,,79,,,,,30,,,,,2024-10-07,,288,,,,2024-10-07,07/02/2025,0,0,0,0,0,0,0,0,0,0,0,0,170,0,118,,,Y,,,,N,,3,5.69,,1,N,,N,,N,,,,70354,S,107,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,TRIPLE C WHOLESALERS, INC,TOBACCO,
15674,0,,BUD LIGHT LIME,6PK CAN,97,12 OZ,4.8333,4.8333,,,,6.99,,-24,,,,,3,,,,,,,210,,,,2025-01-18,06/29/2025,0,0,0,0,0,0,0,0,0,0,0,0,90,0,120,,,1,,,,N,,,,,1,N,,Y,,N,,,,0,S,92,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,KATCEF BROTHERS  INC,6PKS,,
15676,0,,LEOPARD,MIRACLE HONEY,59,15grm,1.0413,1.0413,,,,5.99,,,,,,,24,,,,,2023-01-17,,7,,,,2023-08-12,08/05/2023,0,0,0,0,0,0,0,0,0,0,0,0,7,0,,,,Y,,,,N,,,,,1,N,,N,,N,,,,0,S,62,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,KDS-2 DBA WHOLESALE MD,MISC,,
15677,0,,1800,Ultimate Margarita Passion Fruit RTD,90,1.75L,15.0333,15.0333,,,,23.99,,3,,,,,6,,,,,2025-03-07,,66,,,,2024-11-01,05/30/2025,0,0,0,0,0,0,0,0,0,0,0,0,35,0,31,,,N,,,,N,,,,,1,N,,Y,,N,,,,374219,S,4,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,REPUBLIC NATIONAL DISTRIBUTING,RTD,,
15679,0,,ROGUE DEAD  GUY,IPA 6PK BTL,60,12 OZ,9.2425,9.1,,,,14.99,,,,,,,4,,,,,2023-04-05,,8,,,,2023-01-18,07/11/2023,0,0,0,0,0,0,0,0,0,0,0,0,8,0,,,,1,,,,N,,,,,1,N,,Y,,N,,,,94005,S,92,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,KATCEF BROTHERS  INC,BEER,,
15680,0,,TROEG,NUGGET NECTAR 6 NR,94,12 OZ,9.95,9.95,,,,14.99,,,,,,,4,,,,,2025-02-20,,36,,,,2024-06-10,05/02/2025,0,0,0,0,0,0,0,0,0,0,0,0,20,0,16,,,N,,,,N,,,,,1,N,,Y,,N,,,,96048,S,92,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,KATCEF BROTHERS  INC,DISCONTINUED,,
15682,0,,CROOKED CRAB,SNOW CRAB WNTR LAGR4C,60,16OZ,9.1667,9.1667,,,,14.99,,,,,,,6,,,,,2023-01-18,,6,,,,2023-01-18,02/18/2023,0,0,0,0,0,0,0,0,0,0,0,0,6,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,0,S,110,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,CROOKED CRAB BREWING COMPANY,BEER,,
15684,0,,Stone,Delicious Double IPA,60,12 OZ,8.625,8.625,,,,11.99,,5,,,,,4,,,,,2025-01-16,,78,,,,2023-08-10,04/06/2025,0,0,0,0,0,0,0,0,0,0,0,0,32,0,46,,,N,,,,N,,,,,1,N,,Y,,N,,,,49453,S,34,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,BUCK DISTRIBUTING CO.,BEER,,
15686,80432555170,,WILD TURKEY,SINGLE BARREL 101PF,94,.750L,44.44,44.44,,,,65.99,,,,,,,6,,,,,2023-01-20,,6,,,,2023-04-18,03/11/2023,0,0,0,0,0,0,0,0,0,0,0,0,6,0,,,,N,,,L-7,N,,,,,1,N,,Y,,N,,,,935830,S,46,,,,,,,,,,,,,,,,,,,,,,,,Y,U,,,,,,,,,,,,SOUTHER WINE & SPIRITS,DISCONTINUED,,
15687,0,,KENTUCKY COFFEE,COFFEE WHISKY,94,.750L,16.5333,16.5333,,,,24.99,,,,,,,6,,,,,2023-01-21,,6,,,,2023-05-02,04/20/2023,0,0,0,0,0,0,0,0,0,0,0,0,6,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,9606382,S,49,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,BREAKTHRU BEVERAGE,DISCONTINUED,,
15688,0,,ORIGINAL SIN,PINE HAZE CIDER 6PK C,82,12 OZ,9.9,9.9,,,,14.99,,,,,,,4,,,,,2024-08-20,,25,,,,2023-09-14,03/20/2025,0,0,0,0,0,0,0,0,0,0,0,0,13,0,12,,,1,,,,N,,,,,1,N,,Y,,N,,,,0,S,93,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,DOPS INC,CIDER,,
15689,0,,AGAVALES,TEQ-MOCHA-CREAM,93,.750L,22.79,22.79,,,,33.99,,,,,,,6,,,,,2023-01-26,,3,,,,2023-01-26,02/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,,1,,,,N,,,,,1,N,,Y,,N,,,,0,S,68,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,STEFANO SELECTIONS,LIQUEUR,,
15690,0,,AGAVALES,TEQ-LIME-CREAM,93,.750L,22.79,22.79,,,,33.99,,,,,,,6,,,,,2023-01-26,,9,,,,2023-01-26,11/05/2023,0,0,0,0,0,0,0,0,0,0,0,0,9,0,,,,1,,,,N,,,,,1,N,,Y,,N,,,,0,S,68,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,STEFANO SELECTIONS,LIQUEUR,,
15691,0,,DR STONER ( REPO),HIERBA MADURA- TEQ,93,.750L,26,26,,,,35.99,,,,,,,6,,,,,2023-01-26,,6,,,,2023-01-26,01/23/2024,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,,,N,,,,N,,,,,1,N,,Y,,N,,,,0,S,68,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,STEFANO SELECTIONS,LIQUEUR,,
15692,0,,AGAVALES -RTD,MANGO MARGARITA,76,.750L,8.33,8.33,,,,12.99,,,,,,,12,,,,,2023-01-26,,4,,,,2023-01-26,09/23/2023,0,0,0,0,0,0,0,0,0,0,0,0,4,0,,,,1,,,,N,,,,,1,N,,Y,,N,,,,0,S,68,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,STEFANO SELECTIONS,WINE COCKTAIL,,
15693,0,,AGAVALES -RTD,LIME MARAGARITA,76,.750L,8.33,8.33,,,,12.99,,,,,,,12,,,,,2023-01-26,,2,,,,2023-01-26,02/17/2023,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,1,,,,N,,,,,1,N,,Y,,N,,,,0,S,68,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,STEFANO SELECTIONS,WINE COCKTAIL,,
15694,0,,AGAVALES -RTD,SPICY MARGARITA,76,.750L,8.33,8.33,,,,12.99,,,,,,,12,,,,,2023-01-26,,6,,,,2023-01-26,09/15/2023,0,0,0,0,0,0,0,0,0,0,0,0,6,0,,,,1,,,,N,,,,,1,N,,Y,,N,,,,0,S,68,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,STEFANO SELECTIONS,WINE COCKTAIL,,
15695,0,,RAPA NUI,CARMENERE CNTR VALLEY,68,.750L,5.99,5.99,,,,7.99,,,,,,,12,,,,,2023-01-26,,12,,,,2024-04-06,12/06/2024,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,,,1,,,,N,,,,,1,N,,Y,,N,,,,0,S,68,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,STEFANO SELECTIONS,WINE-IMPORTED,,
15696,0,,CIELO,PINOT GRIGIO 2021,68,.750L,8,8,,,,12.99,,,,,,,12,,,,,2023-01-26,,12,,,,2023-01-26,11/22/2023,0,0,0,0,0,0,0,0,0,0,0,0,12,0,,,,1,,,,N,,,,,1,N,,Y,,N,,,,0,S,81,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,LANTERNA,WINE-IMPORTED,,
15697,0,,Camina,Verdejo White Wine From Spain,68,.750L,7.3267,7.3267,,,,10.99,,6,,,,,12,,,,,2023-01-26,,6,,,,2024-02-26,06/06/2024,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,,,N,,,,N,,,,,1,N,,Y,,N,,,,0,S,81,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,LANTERNA,WINE-IMPORTED,,
15698,0,,RANGA- RANGA,SAUVIGNON BLANC,68,.750L,10.66,10.66,,,,15.99,,,,,,,12,,,,,2023-01-26,,11,,,,2023-01-26,09/25/2024,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,,,1,,,,N,,,,,1,N,,Y,,N,,,,0,S,81,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,LANTERNA,WINE-IMPORTED,,
15699,0,,Maraska,Maraschino Cocktail Cherries,59,400gm,16.9931,17,,,,22.99,,13,,,,,12,,,,,2025-05-15,,35,,,,2023-01-26,06/14/2025,0,0,0,0,0,0,0,0,0,0,0,0,16,0,19,,,1,,,,N,,,,,1,N,,Y,,N,,,,0,S,81,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,LANTERNA,MISC,,
15700,0,,HOPE WELL PC,HOOPY SPARK N/A 6PK C,85,12 OZ,6.9375,6.9375,,,,9.99,,,,,,,4,,,,,2023-03-18,,7,,,,2023-09-22,09/22/2023,0,0,0,0,0,0,0,0,0,0,0,0,7,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,1,3327,S,34,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,BUCK DISTRIBUTING CO.,NON ALCOHAL,,
15702,0,,SAGA,VANISHING HORIZON 4PK,60,16OZ,15.8333,15.8333,,,,23.99,,,,,,,6,,,,,2023-02-23,,12,,,,2023-01-28,07/02/2023,0,0,0,0,0,0,0,0,0,0,0,0,12,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,0,S,117,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,SAGA BREWING COMPANY,BEER,,
15703,0,,ACZU,GIN  94PROOF,23,.750L,35.2,35.2,,,,49.99,,,,,,,6,,,,,2023-01-28,,1,,,,2023-01-28,02/09/2023,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,1,,,,N,,,,,1,N,,Y,,N,,,,9648760,S,49,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,BREAKTHRU BEVERAGE,GIN-IMPORTED,,
15704,0,,UTZ,POP CORN CARAMEL,2,3.5oz,0.9528,0.9528,,,,2.49,,,,,,,18,,,,,2024-11-02,,9,,,,2024-06-05,03/22/2023,0,0,0,0,0,0,0,0,0,0,0,0,9,0,,,,Y,,,,N,,,,,1,N,,N,,N,,,,0,S,63,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,UTZ FOODS,SNACKS,,
15705,0,,TWISTED TEA,LIGHT VARIETY 12X,60,12 OZ,14.55,14.55,,,,18.99,,2,,,,,2,,,,,2025-04-19,,36,,,,2025-02-13,07/02/2025,0,0,0,0,0,0,0,0,0,0,0,0,13,0,23,,,N,,,,N,,,,,1,N,,Y,,N,,,,6145,S,77,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,DM DISTRIBUTING,BEER,,
15706,0,,FLYING DOG,ROYAL CRUSH 6X,60,12 OZ,8.5,8.5,,,,13.99,,,,,,,4,,,,,2025-06-08,,52,,,,2025-06-08,07/04/2025,0,0,0,0,0,0,0,0,0,0,0,0,16,0,36,,,N,,,,N,,,,,1,N,,Y,,N,,,,131316,S,34,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,BUCK DISTRIBUTING CO.,BEER,,
15707,0,,VILLA POZZI,SWEET ROSE,68,.750L,8.9325,9.3325,,,,12.99,,,,,,,12,,,,,,,12,,,,2023-02-07,12/20/2023,0,0,0,0,0,0,0,0,0,0,0,0,12,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,0,S,49,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,BREAKTHRU BEVERAGE,WINE-IMPORTED,,
15708,0,,THE KISS,SPUMANTE,56,.750L,10.99,10.99,,,,13.99,,,,,,,6,,,,,2023-02-03,,12,,,,2024-04-05,05/12/2024,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,,,N,,,,N,,,,,1,N,,Y,,N,,,,0,S,80,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,GLOBAL WINES MARYLAND,SPARK WINE-IMPORTED,,
15709,0,,LION HEAD SOUVEINER GOLD,BLENDED SCOTCH,10,1 LI,75,75,,,,114.99,,,,,,,4,,,,,2023-02-05,,1,,,,2023-02-05,01/05/2024,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,,1,,,,N,,,,,1,N,,Y,,N,,,,0,S,124,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,NORTHSTAR DIST. LLC,WHIS-BLEND,,
15710,0,,CASINO AZUL-RING,RING-REPOSADO GOLD,37,1 LI,85,85,,,,129.99,,,,,,,4,,,,,2023-04-27,,4,,,,2023-02-05,06/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,4,0,,,,1,,,,N,,,,,1,N,,Y,,N,,,,0,S,124,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,NORTHSTAR DIST. LLC,TEQUILA,,
15711,0,,BASTINA,DESERT RED WINE,68,.750L,8.99,8.99,,,,13.99,,,,,,,12,,,,,2023-06-29,,36,,,,2023-03-30,12/10/2024,0,0,0,0,0,0,0,0,0,0,0,0,28,0,8,,,N,,,,N,,,,,1,N,,Y,,N,,,,0,S,124,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,NORTHSTAR DIST. LLC,WINE-IMPORTED,,
15712,0,,Cihuatan,Indigo 8yr Aged Rum,33,700ml,20.25,20.25,,,,25.99,,3,,,,,6,,,,,2024-08-12,,17,,,,2025-05-27,07/03/2025,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15,,,N,,,,N,,,,,1,N,,Y,,N,,,,881,S,103,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,CRAFTS WINE AND SPIRITS,RUM-IMPORTED,,
15713,0,,SUTTER HOME,RASS- TEA 4PK,76,.187L,5.995,5.995,,,,7.99,,,,,,,6,,,,,2024-06-01,,18,,,,2025-02-19,03/29/2025,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6,,,1,,,,N,,,,,1,N,,Y,,N,,,,308372,S,4,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,REPUBLIC NATIONAL DISTRIBUTING,WINE COCKTAIL,,
15714,0,,SUTTER HOME,STRAWBERRY LEMONADE,76,1.5L,7.3533,7.3533,,,,10.99,,,,,,,6,,,,,2023-02-05,,6,,,,2023-02-05,05/18/2023,0,0,0,0,0,0,0,0,0,0,0,0,6,0,,,,1,,,,N,,,,,1,N,,Y,,N,,,,306448,S,4,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,REPUBLIC NATIONAL DISTRIBUTING,WINE COCKTAIL,,
15715,0,,SUTTER HOME,STRAW-LEMONADE 4PK,94,.187L,5.995,5.995,,,,7.99,,,,,,,6,,,,,2024-07-26,,24,,,,2025-02-19,11/23/2024,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,,,1,,,,N,,,,,1,N,,Y,,N,,,,308380,S,4,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,REPUBLIC NATIONAL DISTRIBUTING,DISCONTINUED,,
15716,0,,PHERM,MALLOW OUT,60,12 OZ,7.8333,7.8333,,,,11.99,,,,,,,6,,,,,2023-02-07,,6,,,,2023-02-07,11/09/2023,0,0,0,0,0,0,0,0,0,0,0,0,6,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,0,S,123,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,OTHERSIDE  BEVERAGE MD,BEER,,
15717,0,,PHERM,FORBIN,60,12 OZ,9.25,9.25,,,,13.99,,,,,,,4,,,,,2023-06-22,,12,,,,2023-12-28,12/26/2023,0,0,0,0,0,0,0,0,0,0,0,0,12,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,0,S,138,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,INACTIVE,BEER,,
15718,89540448992,,Malibu,Caribbean Rum with Peach Liqueur,33,.750L,12.46,12.46,,,,16.99,,9,,,,,12,,,,,2025-03-07,,27,,,,2025-03-07,07/05/2025,0,0,0,0,0,0,0,0,0,0,0,0,17,0,10,,,N,,,,N,,,,,1,N,,Y,,N,,,,308445,S,4,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,REPUBLIC NATIONAL DISTRIBUTING,RUM-IMPORTED,,
15719,0,,WILD TURKEY,81,19,1.75L,25.59,25.59,,,,44.99,,,,,,,6,,,,,2023-02-09,,,,,,2023-02-08,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,411657,S,46,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,SOUTHER WINE & SPIRITS,WHIS-BOURBON,,
15720,0,,WILD TURKEY,BOURBON 81,15,.375L,6.33,6.33,,,,13.99,,,,,,,12,,,,,2023-02-09,,,,,,2023-02-08,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,964127,S,46,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,SOUTHER WINE & SPIRITS,WHIS-TENNESSEE,,
15721,0,,Voodoo Ranger,Fruit Force Fruit Punch IPA,60,12 OZ,9.0875,9.0875,,,,12.99,,6,,,,,4,,,,,2025-03-28,,150,,,,2025-03-28,06/26/2025,0,0,0,0,0,0,0,0,0,0,0,0,97,0,53,,,N,,,,N,,,,,1,N,,Y,,N,,,,131194,S,34,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,BUCK DISTRIBUTING CO.,BEER,,
15722,0,,BROOKVILLE BEER FARM,WILD STRAW BERRY,60,16 OZ,13.1667,13.1667,,,,18.99,,-2,,,,,6,,,,,2025-03-03,,71,,,,2025-06-13,06/28/2025,0,0,0,0,0,0,0,0,0,0,0,0,23,0,48,,,N,,,,N,,,,,1,N,,Y,,N,,,,0,S,125,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,BROOKVILLE BEER FARM,BEER,,
15723,0,,BROOKVILLE BEER FARM,SOUR (LIMITED),60,1/6 k,105,105,,,,130,,,,,,,1,,,,,2023-02-08,,1,,,,2023-02-08,02/11/2023,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,0,S,92,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,KATCEF BROTHERS  INC,BEER,,
15724,0,,Monaco,Strawberry Hard Lemonade,60,12 OZ,1.8333,1.8333,,,,2.99,,7,,,,12,12,,,,2025-06-21,2025-06-23,,66,,,,2023-02-08,07/07/2025,0,0,0,0,0,0,0,0,0,0,0,2,37,0,29,,,N,,,,N,,,,,1,N,,Y,,N,,,,9678662,S,49,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,BREAKTHRU BEVERAGE,BEER,,
